"cd_catastale","ds_comune","cd_provincia","aliquota","im_inferiore","im_superiore"
"I799","SOLESINO","PD","0.750000","28000.01","55000.00"
"I799","SOLESINO","PD","0.780000","55000.01","75000.00"
"I799","SOLESINO","PD","0.800000","75000.01","999999999.99"
"I813","SOLZA","BG","0.500000","0.00","15000.00"
"I813","SOLZA","BG","0.700000","15000.01","28000.00"
"I813","SOLZA","BG","0.780000","28000.01","55000.00"
"I813","SOLZA","BG","0.790000","55000.01","75000.00"
"I813","SOLZA","BG","0.800000","75000.01","999999999.99"
"I815","SOMAGLIA","LO","0.500000","0.00","15000.00"
"I815","SOMAGLIA","LO","0.600000","15000.01","28000.00"
"I815","SOMAGLIA","LO","0.650000","28000.01","55000.00"
"I815","SOMAGLIA","LO","0.700000","55000.01","75000.00"
"I815","SOMAGLIA","LO","0.800000","75000.01","999999999.99"
"I822","SOMMARIVA DEL BOSCO","CN","0.600000","0.00","15000.00"
"I822","SOMMARIVA DEL BOSCO","CN","0.650000","15000.01","28000.00"
"I822","SOMMARIVA DEL BOSCO","CN","0.700000","28000.01","55000.00"
"I822","SOMMARIVA DEL BOSCO","CN","0.750000","55000.01","75000.00"
"I822","SOMMARIVA DEL BOSCO","CN","0.800000","75000.01","999999999.99"
"I823","SOMMARIVA PERNO","CN","0.500000","0.00","15000.00"
"I823","SOMMARIVA PERNO","CN","0.510000","15000.01","28000.00"
"I823","SOMMARIVA PERNO","CN","0.520000","28000.01","55000.00"
"I823","SOMMARIVA PERNO","CN","0.600000","55000.01","75000.00"
"I823","SOMMARIVA PERNO","CN","0.650000","75000.01","999999999.99"
"I825","SOMMO","PV","0.580000","0.00","15000.00"
"I825","SOMMO","PV","0.620000","15000.01","28000.00"
"I825","SOMMO","PV","0.680000","28000.01","55000.00"
"I825","SOMMO","PV","0.700000","55000.01","75000.00"
"I825","SOMMO","PV","0.730000","75000.01","999999999.99"
"I848","SORDIO","LO","0.450000","0.00","15000.00"
"I848","SORDIO","LO","0.770000","15000.01","28000.00"
"I848","SORDIO","LO","0.780000","28000.01","55000.00"
"I848","SORDIO","LO","0.790000","55000.01","75000.00"
"I848","SORDIO","LO","0.800000","75000.01","999999999.99"
"I866","SOSPIROLO","BL","0.650000","0.00","15000.00"
"I866","SOSPIROLO","BL","0.730000","15000.01","28000.00"
"I866","SOSPIROLO","BL","0.750000","28000.01","55000.00"
"I866","SOSPIROLO","BL","0.780000","55000.01","75000.00"
"I866","SOSPIROLO","BL","0.800000","75000.01","999999999.99"
"I877","SOVICILLE","SI","0.725000","0.00","15000.00"
"I877","SOVICILLE","SI","0.775000","15000.01","28000.00"
"I877","SOVICILLE","SI","0.795000","28000.01","55000.00"
"I877","SOVICILLE","SI","0.798000","55000.01","75000.00"
"I877","SOVICILLE","SI","0.800000","75000.01","999999999.99"
"I878","SOVICO","MB","0.730000","0.00","15000.00"
"I878","SOVICO","MB","0.750000","15000.01","28000.00"
"I878","SOVICO","MB","0.770000","28000.01","55000.00"
"I878","SOVICO","MB","0.790000","55000.01","75000.00"
"I878","SOVICO","MB","0.800000","75000.01","999999999.99"
"I880","SOZZAGO","NO","0.300000","0.00","15000.00"
"I880","SOZZAGO","NO","0.600000","28000.01","55000.00"
"I880","SOZZAGO","NO","0.700000","55000.01","75000.00"
"I880","SOZZAGO","NO","0.800000","75000.01","999999999.99"
"I888","SPELLO","PG","0.700000","0.00","15000.00"
"I888","SPELLO","PG","0.750000","15000.01","28000.00"
"I888","SPELLO","PG","0.770000","28000.01","55000.00"
"I888","SPELLO","PG","0.780000","55000.01","75000.00"
"I888","SPELLO","PG","0.800000","75000.01","999999999.99"
"I894","SPESSA","PV","0.200000","0.00","15000.00"
"I894","SPESSA","PV","0.300000","15000.01","28000.00"
"I894","SPESSA","PV","0.400000","28000.01","55000.00"
"I894","SPESSA","PV","0.600000","55000.01","75000.00"
"I894","SPESSA","PV","0.800000","75000.01","999999999.99"
"I902","SPIGNO SATURNIA","LT","0.300000","0.00","15000.00"
"I902","SPIGNO SATURNIA","LT","0.450000","15000.01","28000.00"
"I902","SPIGNO SATURNIA","LT","0.600000","28000.01","55000.00"
"I902","SPIGNO SATURNIA","LT","0.750000","55000.01","75000.00"
"I902","SPIGNO SATURNIA","LT","0.800000","75000.01","999999999.99"
"I903","SPILAMBERTO","MO","0.620000","0.00","15000.00"
"I903","SPILAMBERTO","MO","0.670000","15000.01","28000.00"
"I903","SPILAMBERTO","MO","0.720000","28000.01","55000.00"
"I903","SPILAMBERTO","MO","0.770000","55000.01","75000.00"
"I903","SPILAMBERTO","MO","0.800000","75000.01","999999999.99"
"I907","SPINAZZOLA","BT","0.650000","0.00","15000.00"
"I907","SPINAZZOLA","BT","0.700000","15000.01","28000.00"
"I907","SPINAZZOLA","BT","0.750000","28000.01","55000.00"
"I907","SPINAZZOLA","BT","0.790000","55000.01","75000.00"
"I907","SPINAZZOLA","BT","0.800000","75000.01","999999999.99"
"I942","STAZZEMA","LU","0.650000","0.00","15000.00"
"I942","STAZZEMA","LU","0.770000","15000.01","28000.00"
"I942","STAZZEMA","LU","0.780000","28000.01","55000.00"
"I942","STAZZEMA","LU","0.790000","55000.01","75000.00"
"I942","STAZZEMA","LU","0.800000","75000.01","999999999.99"
"I968","STRADELLA","PV","0.700000","0.00","15000.00"
"I968","STRADELLA","PV","0.710000","15000.01","28000.00"
"I968","STRADELLA","PV","0.780000","28000.01","55000.00"
"I968","STRADELLA","PV","0.790000","55000.01","75000.00"
"I968","STRADELLA","PV","0.800000","75000.01","999999999.99"
"I973","STRANGOLAGALLI","FR","0.600000","0.00","15000.00"
"I973","STRANGOLAGALLI","FR","0.610000","15000.01","28000.00"
"I973","STRANGOLAGALLI","FR","0.650000","28000.01","55000.00"
"I973","STRANGOLAGALLI","FR","0.700000","55000.01","75000.00"
"I973","STRANGOLAGALLI","FR","0.750000","75000.01","999999999.99"
"I990","STURNO","AV","0.700000","0.00","15000.00"
"I990","STURNO","AV","0.710000","15000.01","28000.00"
"I990","STURNO","AV","0.780000","28000.01","55000.00"
"I990","STURNO","AV","0.790000","55000.01","75000.00"
"I990","STURNO","AV","0.800000","75000.01","999999999.99"
"I997","SUISIO","BG","0.650000","0.00","15000.00"
"I997","SUISIO","BG","0.660000","15000.01","28000.00"
"I997","SUISIO","BG","0.780000","28000.01","55000.00"
"I997","SUISIO","BG","0.790000","55000.01","75000.00"
"I997","SUISIO","BG","0.800000","75000.01","999999999.99"
"I998","SULBIATE","MB","0.500000","0.00","15000.00"
"I998","SULBIATE","MB","0.600000","15000.01","28000.00"
"I998","SULBIATE","MB","0.700000","28000.01","55000.00"
"I998","SULBIATE","MB","0.750000","55000.01","75000.00"
"I998","SULBIATE","MB","0.800000","75000.01","999999999.99"
"L008","SUPERSANO","LE","0.700000","0.00","15000.00"
"L008","SUPERSANO","LE","0.730000","15000.01","28000.00"
"L008","SUPERSANO","LE","0.750000","28000.01","55000.00"
"L008","SUPERSANO","LE","0.790000","55000.01","75000.00"
"L008","SUPERSANO","LE","0.800000","75000.01","999999999.99"
"L022","TACENO","LC","0.200000","0.00","15000.00"
"L022","TACENO","LC","0.300000","15000.01","28000.00"
"L022","TACENO","LC","0.400000","28000.01","55000.00"
"L022","TACENO","LC","0.600000","55000.01","75000.00"
"L022","TACENO","LC","0.800000","75000.01","999999999.99"
"L032","TAINO","VA","0.720000","0.00","15000.00"
"L032","TAINO","VA","0.730000","15000.01","28000.00"
"L032","TAINO","VA","0.760000","28000.01","55000.00"
"L032","TAINO","VA","0.780000","55000.01","75000.00"
"L032","TAINO","VA","0.800000","75000.01","999999999.99"
"L039","TALMASSONS","UD","0.300000","0.00","15000.00"
"L039","TALMASSONS","UD","0.500000","15000.01","28000.00"
"L039","TALMASSONS","UD","0.700000","28000.01","55000.00"
"L039","TALMASSONS","UD","0.790000","55000.01","75000.00"
"L039","TALMASSONS","UD","0.800000","75000.01","999999999.99"
"L040","TAMBRE","BL","0.600000","0.00","15000.00"
"L040","TAMBRE","BL","0.650000","15000.01","28000.00"
"L040","TAMBRE","BL","0.700000","28000.01","55000.00"
"L040","TAMBRE","BL","0.750000","55000.01","75000.00"
"L040","TAMBRE","BL","0.800000","75000.01","999999999.99"
"L057","TARVISIO","UD","0.100000","0.00","15000.00"
"L057","TARVISIO","UD","0.200000","15000.01","28000.00"
"L057","TARVISIO","UD","0.300000","28000.01","55000.00"
"L057","TARVISIO","UD","0.700000","55000.01","75000.00"
"L057","TARVISIO","UD","0.800000","75000.01","999999999.99"
"L058","TARZO","TV","0.450000","0.00","15000.00"
"L058","TARZO","TV","0.550000","15000.01","28000.00"
"L058","TARZO","TV","0.650000","28000.01","55000.00"
"L058","TARZO","TV","0.780000","55000.01","75000.00"
"L058","TARZO","TV","0.800000","75000.01","999999999.99"
"L067","TAVARNELLE VAL DI PESA","FI","0.500000","0.00","15000.00"
"D865","GALBIATE","LC","0.700000","28000.01","55000.00"
"D865","GALBIATE","LC","0.750000","55000.01","75000.00"
"D865","GALBIATE","LC","0.800000","75000.01","999999999.99"
"D869","GALLARATE","VA","0.650000","0.00","15000.00"
"D869","GALLARATE","VA","0.750000","15000.01","28000.00"
"D869","GALLARATE","VA","0.780000","28000.01","55000.00"
"D869","GALLARATE","VA","0.790000","55000.01","75000.00"
"D869","GALLARATE","VA","0.800000","75000.01","999999999.99"
"D889","GALZIGNANO TERME","PD","0.600000","0.00","15000.00"
"D889","GALZIGNANO TERME","PD","0.650000","15000.01","28000.00"
"D889","GALZIGNANO TERME","PD","0.700000","28000.01","55000.00"
"D889","GALZIGNANO TERME","PD","0.750000","55000.01","75000.00"
"D889","GALZIGNANO TERME","PD","0.800000","75000.01","999999999.99"
"D895","GAMBASSI TERME","FI","0.600000","0.00","15000.00"
"D895","GAMBASSI TERME","FI","0.650000","15000.01","28000.00"
"D895","GAMBASSI TERME","FI","0.700000","28000.01","55000.00"
"D895","GAMBASSI TERME","FI","0.750000","55000.01","75000.00"
"D895","GAMBASSI TERME","FI","0.800000","75000.01","999999999.99"
"D899","GAMBETTOLA","FC","0.640000","0.00","15000.00"
"D899","GAMBETTOLA","FC","0.650000","15000.01","28000.00"
"D899","GAMBETTOLA","FC","0.700000","28000.01","55000.00"
"D899","GAMBETTOLA","FC","0.740000","55000.01","75000.00"
"D899","GAMBETTOLA","FC","0.750000","75000.01","999999999.99"
"D907","GANGI","PA","0.500000","0.00","15000.00"
"D907","GANGI","PA","0.550000","15000.01","28000.00"
"D907","GANGI","PA","0.600000","28000.01","55000.00"
"D907","GANGI","PA","0.700000","55000.01","75000.00"
"D907","GANGI","PA","0.800000","75000.01","999999999.99"
"D912","GARBAGNATE MILANESE","MI","0.450000","0.00","15000.00"
"D912","GARBAGNATE MILANESE","MI","0.720000","15000.01","28000.00"
"D912","GARBAGNATE MILANESE","MI","0.780000","28000.01","55000.00"
"D912","GARBAGNATE MILANESE","MI","0.790000","55000.01","75000.00"
"D912","GARBAGNATE MILANESE","MI","0.800000","75000.01","999999999.99"
"D913","GARBAGNATE MONASTERO","LC","0.200000","0.00","15000.00"
"D913","GARBAGNATE MONASTERO","LC","0.350000","15000.01","28000.00"
"D913","GARBAGNATE MONASTERO","LC","0.450000","28000.01","55000.00"
"D913","GARBAGNATE MONASTERO","LC","0.550000","55000.01","75000.00"
"D913","GARBAGNATE MONASTERO","LC","0.650000","75000.01","999999999.99"
"D921","GARGALLO","NO","0.500000","0.00","15000.00"
"D921","GARGALLO","NO","0.600000","15000.01","28000.00"
"D921","GARGALLO","NO","0.750000","28000.01","55000.00"
"D921","GARGALLO","NO","0.790000","55000.01","75000.00"
"D921","GARGALLO","NO","0.800000","75000.01","999999999.99"
"D934","GATTATICO","RE","0.550000","0.00","15000.00"
"D934","GATTATICO","RE","0.600000","15000.01","28000.00"
"D934","GATTATICO","RE","0.760000","28000.01","55000.00"
"D934","GATTATICO","RE","0.790000","55000.01","75000.00"
"D934","GATTATICO","RE","0.800000","75000.01","999999999.99"
"D960","GELA","CL","0.500000","0.00","15000.00"
"D960","GELA","CL","0.700000","15000.01","28000.00"
"D960","GELA","CL","0.720000","28000.01","55000.00"
"D960","GELA","CL","0.750000","55000.01","75000.00"
"D960","GELA","CL","0.800000","75000.01","999999999.99"
"D962","GEMONA DEL FRIULI","UD","0.700000","0.00","15000.00"
"D962","GEMONA DEL FRIULI","UD","0.720000","15000.01","28000.00"
"D962","GEMONA DEL FRIULI","UD","0.750000","28000.01","55000.00"
"D962","GEMONA DEL FRIULI","UD","0.770000","55000.01","75000.00"
"D962","GEMONA DEL FRIULI","UD","0.800000","75000.01","999999999.99"
"D966","GENIVOLTA","CR","0.300000","0.00","15000.00"
"D966","GENIVOLTA","CR","0.400000","15000.01","28000.00"
"D966","GENIVOLTA","CR","0.500000","28000.01","55000.00"
"D966","GENIVOLTA","CR","0.700000","55000.01","75000.00"
"D966","GENIVOLTA","CR","0.800000","75000.01","999999999.99"
"D977","GERACI SICULO","PA","0.600000","0.00","15000.00"
"D977","GERACI SICULO","PA","0.650000","15000.01","28000.00"
"D977","GERACI SICULO","PA","0.700000","28000.01","55000.00"
"D977","GERACI SICULO","PA","0.750000","55000.01","75000.00"
"D977","GERACI SICULO","PA","0.800000","75000.01","999999999.99"
"D981","GERENZANO","VA","0.100000","0.00","15000.00"
"D981","GERENZANO","VA","0.200000","15000.01","28000.00"
"D981","GERENZANO","VA","0.350000","28000.01","55000.00"
"D981","GERENZANO","VA","0.650000","55000.01","75000.00"
"D981","GERENZANO","VA","0.800000","75000.01","999999999.99"
"D983","GERMAGNANO","TO","0.500000","0.00","15000.00"
"D983","GERMAGNANO","TO","0.700000","15000.01","28000.00"
"D983","GERMAGNANO","TO","0.750000","28000.01","55000.00"
"D983","GERMAGNANO","TO","0.780000","55000.01","75000.00"
"D983","GERMAGNANO","TO","0.800000","75000.01","999999999.99"
"D995","GESSATE","MI","0.400000","0.00","15000.00"
"D995","GESSATE","MI","0.600000","15000.01","28000.00"
"D995","GESSATE","MI","0.700000","28000.01","55000.00"
"D995","GESSATE","MI","0.750000","55000.01","75000.00"
"D995","GESSATE","MI","0.800000","75000.01","999999999.99"
"D996","GESSOPALENA","CH","0.600000","0.00","15000.00"
"D996","GESSOPALENA","CH","0.650000","15000.01","28000.00"
"D996","GESSOPALENA","CH","0.700000","28000.01","55000.00"
"D996","GESSOPALENA","CH","0.750000","55000.01","75000.00"
"D996","GESSOPALENA","CH","0.800000","75000.01","999999999.99"
"E012","GIANO DELL'UMBRIA","PG","0.680000","0.00","15000.00"
"E012","GIANO DELL'UMBRIA","PG","0.740000","15000.01","28000.00"
"E012","GIANO DELL'UMBRIA","PG","0.780000","28000.01","55000.00"
"E012","GIANO DELL'UMBRIA","PG","0.790000","55000.01","75000.00"
"E012","GIANO DELL'UMBRIA","PG","0.800000","75000.01","999999999.99"
"E020","GIAVENO","TO","0.700000","0.00","15000.00"
"E020","GIAVENO","TO","0.730000","15000.01","28000.00"
"E020","GIAVENO","TO","0.750000","28000.01","55000.00"
"E020","GIAVENO","TO","0.780000","55000.01","75000.00"
"E020","GIAVENO","TO","0.800000","75000.01","999999999.99"
"E021","GIAVERA DEL MONTELLO","TV","0.400000","0.00","15000.00"
"E021","GIAVERA DEL MONTELLO","TV","0.600000","15000.01","28000.00"
"E021","GIAVERA DEL MONTELLO","TV","0.700000","28000.01","55000.00"
"E021","GIAVERA DEL MONTELLO","TV","0.750000","55000.01","75000.00"
"E021","GIAVERA DEL MONTELLO","TV","0.800000","75000.01","999999999.99"
"E038","GIOIA DEL COLLE","BA","0.400000","0.00","15000.00"
"E038","GIOIA DEL COLLE","BA","0.500000","15000.01","28000.00"
"E038","GIOIA DEL COLLE","BA","0.600000","28000.01","55000.00"
"E038","GIOIA DEL COLLE","BA","0.700000","55000.01","75000.00"
"E038","GIOIA DEL COLLE","BA","0.800000","75000.01","999999999.99"
"E040","GIOIA DEI MARSI","AQ","0.300000","0.00","15000.00"
"E040","GIOIA DEI MARSI","AQ","0.350000","15000.01","28000.00"
"E040","GIOIA DEI MARSI","AQ","0.400000","28000.01","55000.00"
"E040","GIOIA DEI MARSI","AQ","0.400000","55000.01","75000.00"
"E040","GIOIA DEI MARSI","AQ","0.450000","75000.01","999999999.99"
"E044","GIOIOSA IONICA","RC","0.600000","0.00","15000.00"
"E044","GIOIOSA IONICA","RC","0.650000","15000.01","28000.00"
"E044","GIOIOSA IONICA","RC","0.700000","28000.01","55000.00"
"E044","GIOIOSA IONICA","RC","0.750000","55000.01","75000.00"
"E044","GIOIOSA IONICA","RC","0.800000","75000.01","999999999.99"
"E050","GIRIFALCO","CZ","0.690000","0.00","15000.00"
"E050","GIRIFALCO","CZ","0.700000","15000.01","28000.00"
"E050","GIRIFALCO","CZ","0.740000","28000.01","55000.00"
"E050","GIRIFALCO","CZ","0.780000","55000.01","75000.00"
"E050","GIRIFALCO","CZ","0.800000","75000.01","999999999.99"
"E055","GIULIANA","PA","0.400000","0.00","15000.00"
"E055","GIULIANA","PA","0.500000","15000.01","28000.00"
"E055","GIULIANA","PA","0.600000","28000.01","55000.00"
"E055","GIULIANA","PA","0.700000","55000.01","75000.00"
"E055","GIULIANA","PA","0.800000","75000.01","999999999.99"
"E058","GIULIANOVA","TE","0.600000","0.00","15000.00"
"E058","GIULIANOVA","TE","0.700000","15000.01","28000.00"
"E058","GIULIANOVA","TE","0.750000","28000.01","55000.00"
"E058","GIULIANOVA","TE","0.790000","55000.01","75000.00"
"E058","GIULIANOVA","TE","0.800000","75000.01","999999999.99"
"E062","GIUSSAGO","PV","0.550000","0.00","15000.00"
"E062","GIUSSAGO","PV","0.630000","15000.01","28000.00"
"E062","GIUSSAGO","PV","0.700000","28000.01","55000.00"
"E062","GIUSSAGO","PV","0.750000","55000.01","75000.00"
"E062","GIUSSAGO","PV","0.800000","75000.01","999999999.99"
"E083","GONARS","UD","0.490000","0.00","15000.00"
"E083","GONARS","UD","0.500000","15000.01","28000.00"
"E083","GONARS","UD","0.520000","28000.01","55000.00"
"E083","GONARS","UD","0.600000","55000.01","75000.00"
"E083","GONARS","UD","0.700000","75000.01","999999999.99"
"E085","GONNOSFANADIGA","VS","0.450000","0.00","15000.00"
"E085","GONNOSFANADIGA","VS","0.500000","15000.01","28000.00"
"E085","GONNOSFANADIGA","VS","0.700000","28000.01","55000.00"
"E085","GONNOSFANADIGA","VS","0.750000","55000.01","75000.00"
"E085","GONNOSFANADIGA","VS","0.800000","75000.01","999999999.99"
"E091","GORGA","RM","0.600000","0.00","15000.00"
"E091","GORGA","RM","0.650000","15000.01","28000.00"
"E091","GORGA","RM","0.700000","28000.01","55000.00"
"E091","GORGA","RM","0.750000","55000.01","75000.00"
"E091","GORGA","RM","0.800000","75000.01","999999999.99"
"E102","GORLA MINORE","VA","0.400000","0.00","15000.00"
"E102","GORLA MINORE","VA","0.500000","15000.01","28000.00"
"E102","GORLA MINORE","VA","0.600000","28000.01","55000.00"
"E102","GORLA MINORE","VA","0.700000","55000.01","75000.00"
"E102","GORLA MINORE","VA","0.800000","75000.01","999999999.99"
"E103","GORLE","BG","0.090000","0.00","15000.00"
"E103","GORLE","BG","0.100000","15000.01","28000.00"
"E103","GORLE","BG","0.200000","28000.01","55000.00"
"E103","GORLE","BG","0.600000","55000.01","75000.00"
"E103","GORLE","BG","0.800000","75000.01","999999999.99"
"E124","GRADISCA D'ISONZO","GO","0.500000","0.00","15000.00"
"E124","GRADISCA D'ISONZO","GO","0.550000","15000.01","28000.00"
"E124","GRADISCA D'ISONZO","GO","0.600000","28000.01","55000.00"
"E124","GRADISCA D'ISONZO","GO","0.700000","55000.01","75000.00"
"E124","GRADISCA D'ISONZO","GO","0.800000","75000.01","999999999.99"
"E127","GRAFFIGNANA","LO","0.300000","0.00","15000.00"
"E127","GRAFFIGNANA","LO","0.600000","15000.01","28000.00"
"E127","GRAFFIGNANA","LO","0.700000","28000.01","55000.00"
"E127","GRAFFIGNANA","LO","0.750000","55000.01","75000.00"
"E127","GRAFFIGNANA","LO","0.800000","75000.01","999999999.99"
"E133","GRAMMICHELE","CT","0.600000","0.00","15000.00"
"E133","GRAMMICHELE","CT","0.700000","15000.01","28000.00"
"E133","GRAMMICHELE","CT","0.780000","28000.01","55000.00"
"E133","GRAMMICHELE","CT","0.790000","55000.01","75000.00"
"E133","GRAMMICHELE","CT","0.800000","75000.01","999999999.99"
"E136","GRANAROLO DELL'EMILIA","BO","0.550000","0.00","15000.00"
"E136","GRANAROLO DELL'EMILIA","BO","0.570000","15000.01","28000.00"
"E136","GRANAROLO DELL'EMILIA","BO","0.700000","28000.01","55000.00"
"E136","GRANAROLO DELL'EMILIA","BO","0.750000","55000.01","75000.00"
"E136","GRANAROLO DELL'EMILIA","BO","0.800000","75000.01","999999999.99"
"E153","GRAVELLONA TOCE","VB","0.600000","0.00","15000.00"
"E153","GRAVELLONA TOCE","VB","0.610000","15000.01","28000.00"
"E153","GRAVELLONA TOCE","VB","0.620000","28000.01","55000.00"
"E153","GRAVELLONA TOCE","VB","0.790000","55000.01","75000.00"
"E153","GRAVELLONA TOCE","VB","0.800000","75000.01","999999999.99"
"L067","TAVARNELLE VAL DI PESA","FI","0.650000","15000.01","28000.00"
"L067","TAVARNELLE VAL DI PESA","FI","0.700000","28000.01","55000.00"
"L067","TAVARNELLE VAL DI PESA","FI","0.750000","55000.01","75000.00"
"L067","TAVARNELLE VAL DI PESA","FI","0.800000","75000.01","999999999.99"
"L100","TEOLO","PD","0.300000","0.00","15000.00"
"L100","TEOLO","PD","0.450000","15000.01","28000.00"
"L100","TEOLO","PD","0.600000","28000.01","55000.00"
"L100","TEOLO","PD","0.750000","55000.01","75000.00"
"L100","TEOLO","PD","0.800000","75000.01","999999999.99"
"L104","TERDOBBIATE","NO","0.300000","0.00","15000.00"
"L104","TERDOBBIATE","NO","0.500000","15000.01","28000.00"
"L104","TERDOBBIATE","NO","0.600000","28000.01","55000.00"
"L104","TERDOBBIATE","NO","0.700000","55000.01","75000.00"
"L104","TERDOBBIATE","NO","0.800000","75000.01","999999999.99"
"L123","TERRANUOVA BRACCIOLINI","AR","0.400000","0.00","15000.00"
"L123","TERRANUOVA BRACCIOLINI","AR","0.450000","15000.01","28000.00"
"L123","TERRANUOVA BRACCIOLINI","AR","0.700000","28000.01","55000.00"
"L123","TERRANUOVA BRACCIOLINI","AR","0.750000","55000.01","75000.00"
"L123","TERRANUOVA BRACCIOLINI","AR","0.800000","75000.01","999999999.99"
"L131","TERRASINI","PA","0.200000","0.00","15000.00"
"L131","TERRASINI","PA","0.300000","15000.01","28000.00"
"L131","TERRASINI","PA","0.400000","28000.01","55000.00"
"L131","TERRASINI","PA","0.600000","55000.01","75000.00"
"L131","TERRASINI","PA","0.800000","75000.01","999999999.99"
"L144","TERZO DI AQUILEIA","UD","0.200000","0.00","15000.00"
"L144","TERZO DI AQUILEIA","UD","0.300000","15000.01","28000.00"
"L144","TERZO DI AQUILEIA","UD","0.400000","28000.01","55000.00"
"L144","TERZO DI AQUILEIA","UD","0.700000","55000.01","75000.00"
"L144","TERZO DI AQUILEIA","UD","0.800000","75000.01","999999999.99"
"L154","TEULADA","CA","0.250000","0.00","15000.00"
"L154","TEULADA","CA","0.290000","15000.01","28000.00"
"L154","TEULADA","CA","0.400000","28000.01","55000.00"
"L154","TEULADA","CA","0.430000","55000.01","75000.00"
"L154","TEULADA","CA","0.450000","75000.01","999999999.99"
"L169","TIGNALE","BS","0.400000","0.00","15000.00"
"L169","TIGNALE","BS","0.500000","15000.01","28000.00"
"L169","TIGNALE","BS","0.600000","28000.01","55000.00"
"L169","TIGNALE","BS","0.700000","55000.01","75000.00"
"L169","TIGNALE","BS","0.800000","75000.01","999999999.99"
"L185","TOCCO CAUDIO","BN","0.400000","0.00","15000.00"
"L185","TOCCO CAUDIO","BN","0.600000","15000.01","28000.00"
"L185","TOCCO CAUDIO","BN","0.700000","28000.01","55000.00"
"L185","TOCCO CAUDIO","BN","0.750000","55000.01","75000.00"
"L185","TOCCO CAUDIO","BN","0.800000","75000.01","999999999.99"
"L188","TODI","PG","0.760000","0.00","15000.00"
"L188","TODI","PG","0.770000","15000.01","28000.00"
"L188","TODI","PG","0.780000","28000.01","55000.00"
"L188","TODI","PG","0.790000","55000.01","75000.00"
"L188","TODI","PG","0.800000","75000.01","999999999.99"
"L210","TORBOLE CASAGLIA","BS","0.600000","0.00","15000.00"
"L210","TORBOLE CASAGLIA","BS","0.650000","15000.01","28000.00"
"L210","TORBOLE CASAGLIA","BS","0.700000","28000.01","55000.00"
"L210","TORBOLE CASAGLIA","BS","0.750000","55000.01","75000.00"
"L210","TORBOLE CASAGLIA","BS","0.800000","75000.01","999999999.99"
"L228","TORNO","CO","0.100000","0.00","15000.00"
"L228","TORNO","CO","0.150000","15000.01","28000.00"
"L228","TORNO","CO","0.200000","28000.01","55000.00"
"L228","TORNO","CO","0.500000","55000.01","75000.00"
"L228","TORNO","CO","0.700000","75000.01","999999999.99"
"L237","TORRAZZA COSTE","PV","0.300000","0.00","15000.00"
"L237","TORRAZZA COSTE","PV","0.450000","15000.01","28000.00"
"L237","TORRAZZA COSTE","PV","0.650000","28000.01","55000.00"
"L237","TORRAZZA COSTE","PV","0.750000","55000.01","75000.00"
"L237","TORRAZZA COSTE","PV","0.800000","75000.01","999999999.99"
"L270","TORREGLIA","PD","0.500000","0.00","15000.00"
"L270","TORREGLIA","PD","0.600000","15000.01","28000.00"
"L270","TORREGLIA","PD","0.700000","28000.01","55000.00"
"L270","TORREGLIA","PD","0.750000","55000.01","75000.00"
"L270","TORREGLIA","PD","0.800000","75000.01","999999999.99"
"L274","TORRE ORSAIA","SA","0.400000","0.00","15000.00"
"L274","TORRE ORSAIA","SA","0.500000","15000.01","28000.00"
"L274","TORRE ORSAIA","SA","0.550000","28000.01","55000.00"
"L274","TORRE ORSAIA","SA","0.600000","55000.01","75000.00"
"L274","TORRE ORSAIA","SA","0.700000","75000.01","999999999.99"
"L284","TORREVECCHIA TEATINA","CH","0.450000","0.00","15000.00"
"L284","TORREVECCHIA TEATINA","CH","0.550000","15000.01","28000.00"
"L284","TORREVECCHIA TEATINA","CH","0.690000","28000.01","55000.00"
"L284","TORREVECCHIA TEATINA","CH","0.790000","55000.01","75000.00"
"L284","TORREVECCHIA TEATINA","CH","0.800000","75000.01","999999999.99"
"L286","TORRI IN SABINA","RI","0.500000","0.00","15000.00"
"L286","TORRI IN SABINA","RI","0.600000","15000.01","28000.00"
"L286","TORRI IN SABINA","RI","0.700000","28000.01","55000.00"
"L286","TORRI IN SABINA","RI","0.750000","55000.01","75000.00"
"L286","TORRI IN SABINA","RI","0.800000","75000.01","999999999.99"
"L319","TRADATE","VA","0.200000","0.00","15000.00"
"L319","TRADATE","VA","0.300000","15000.01","28000.00"
"L319","TRADATE","VA","0.400000","28000.01","55000.00"
"L319","TRADATE","VA","0.600000","55000.01","75000.00"
"L319","TRADATE","VA","0.800000","75000.01","999999999.99"
"L327","TRANA","TO","0.600000","0.00","15000.00"
"L327","TRANA","TO","0.650000","15000.01","28000.00"
"L327","TRANA","TO","0.760000","28000.01","55000.00"
"L327","TRANA","TO","0.790000","55000.01","75000.00"
"L327","TRANA","TO","0.800000","75000.01","999999999.99"
"L339","TRAVAGLIATO","BS","0.300000","0.00","15000.00"
"L339","TRAVAGLIATO","BS","0.400000","15000.01","28000.00"
"L339","TRAVAGLIATO","BS","0.500000","28000.01","55000.00"
"L339","TRAVAGLIATO","BS","0.600000","55000.01","75000.00"
"L339","TRAVAGLIATO","BS","0.700000","75000.01","999999999.99"
"L342","TRAVEDONA-MONATE","VA","0.400000","0.00","15000.00"
"L342","TRAVEDONA-MONATE","VA","0.600000","15000.01","28000.00"
