"cd_tipo_attivita","ds_tipo_attivita","livello","cd_tipo_attivita_padre","fl_cancellato","utcr","dacr","utuv","duva","pg_ver_rec"
"139990","Fabbricazione di feltro e articoli tessili diversi","2","13","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141100","Confezione di abbigliamento in pelle e similpelle","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141200","Confezione di camici, divise ed altri indumenti da lavoro","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141310","Confezione in serie di abbigliamento esterno","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141320","Sartoria e confezione su misura di abbigliamento esterno","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141400","Confezione di camicie, T-shirt, corsetteria e altra biancheria intima","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141910","Confezioni varie e accessori per l'abbigliamento","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141921","Fabbricazione di calzature realizzate in materiale tessile senza suole applicate","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"141929","Confezioni di abbigliamento sportivo o di altri indumenti particolari","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"142000","Confezione di articoli in pelliccia","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"143100","Fabbricazione di articoli di calzetteria in maglia","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"143900","Fabbricazione di pullover, cardigan ed altri articoli simili a maglia","2","14","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"151100","Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce","2","15","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"151201","Fabbricazione di frustini e scudisci per equitazione","2","15","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"151209","Fabbricazione di altri articoli da viaggio, borse e simili, pelletteria e selleria","2","15","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"152010","Fabbricazione di calzature","2","15","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"152020","Fabbricazione di parti in cuoio per calzature","2","15","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"161000","Taglio e piallatura del legno","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162100","Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162200","Fabbricazione di pavimenti in parquet assemblato","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162310","Fabbricazione di porte e finestre in legno (escluse porte blindate)","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162320","Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162400","Fabbricazione di imballaggi in legno","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162911","Fabbricazione di parti in legno per calzature","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162912","Fabbricazione di manici di ombrelli, bastoni e simili","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162919","Fabbricazione di altri prodotti vari in legno (esclusi i mobili)","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162920","Fabbricazione dei prodotti della lavorazione del sughero","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162930","Fabbricazione di articoli in paglia e materiali da intreccio","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"162940","Laboratori di corniciai","2","16","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"171100","Fabbricazione di pasta-carta","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"171200","Fabbricazione di carta e cartone","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"172100","Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata)","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"172200","Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"172301","Fabbricazione di prodotti cartotecnici scolastici e commerciali quando l'attivit? di stampa non ? la principale caratteristica","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"172309","Fabbricazione di altri prodotti cartotecnici","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"172400","Fabbricazione di carta da parati","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"172900","Fabbricazione di altri articoli di carta e cartone","2","17","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"181100","Stampa di giornali","2","18","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"181200","Altra stampa","2","18","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"181300","Lavorazioni preliminari alla stampa e ai media","2","18","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"181400","Legatoria e servizi connessi","2","18","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"182000","Riproduzione di supporti registrati","2","18","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"191001","Fabbricazione di pece e coke di pece","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"191009","Fabbricazione di altri prodotti di cokeria","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"192010","Raffinerie di petrolio","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"192020","Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica)","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"192030","Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"192040","Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"192090","Fabbricazione di altri prodotti petroliferi raffinati","2","19","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201100","Fabbricazione di gas industriali","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201200","Fabbricazione di coloranti e pigmenti","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201301","Fabbricazione di uranio e torio arricchito","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201309","Fabbricazione di altri prodotti chimici di base inorganici","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201401","Fabbricazione di alcol etilico da materiali fermentati","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201409","Fabbricazione di altri prodotti chimici di base organici nca","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201500","Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost)","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201600","Fabbricazione di materie plastiche in forme primarie","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"201700","Fabbricazione di gomma sintetica in forme primarie","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"202000","Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi)","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"203000","Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"204110","Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"204120","Fabbricazione di specialit? chimiche per uso domestico e per manutenzione","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"204200","Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205101","Fabbricazione di fiammiferi","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205102","Fabbricazione di articoli esplosivi","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205200","Fabbricazione di colle","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205300","Fabbricazione di oli essenziali","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205910","Fabbricazione di prodotti chimici per uso fotografico","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205920","Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205930","Trattamento chimico degli acidi grassi","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205940","Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo)","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205950","Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205960","Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205970","Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"205990","Fabbricazione di altri prodotti chimici nca","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"206000","Fabbricazione di fibre sintetiche e artificiali","2","20","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"211000","Fabbricazione di prodotti farmaceutici di base","2","21","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"212001","Fabbricazione di sostanze diagnostiche radioattive in vivo","2","21","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"212009","Fabbricazione di medicinali ed altri preparati farmaceutici","2","21","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"221110","Fabbricazione di pneumatici e di camere d'aria","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"221120","Rigenerazione e ricostruzione di pneumatici","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"221901","Fabbricazione di suole di gomma e altre parti in gomma per calzature","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"221909","Fabbricazione di altri prodotti in gomma nca","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222100","Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222200","Fabbricazione di imballaggi in materie plastiche","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222301","Fabbricazione di rivestimenti elastici per pavimenti (vinile, linoleum eccetera)","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222302","Fabbricazione di porte, finestre, intelaiature eccetera in plastica per l'edilizia","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222309","Fabbricazione di altri articoli in plastica per l'edilizia","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222901","Fabbricazione di parti in plastica per calzature","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"94","ATTIVITA' DI ORGANIZZAZIONI ASSOCIATIVE","1","S","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222902","Fabbricazione di oggetti per l'ufficio e la scuola in plastica","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"222909","Fabbricazione di altri articoli in materie plastiche nca","2","22","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231100","Fabbricazione di vetro piano","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231200","Lavorazione e trasformazione del vetro piano","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231300","Fabbricazione di vetro cavo","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231400","Fabbricazione di fibre di vetro","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231910","Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231920","Lavorazione di vetro a mano e a soffio artistico","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"231990","Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica)","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"232000","Fabbricazione di prodotti refrattari","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"233100","Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"233200","Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"234100","Fabbricazione di prodotti in ceramica per usi domestici e ornamentali","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"234200","Fabbricazione di articoli sanitari in ceramica","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"234300","Fabbricazione di isolatori e di pezzi isolanti in ceramica","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"234400","Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"234900","Fabbricazione di altri prodotti in ceramica","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"235100","Produzione di cemento","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"A","AGRICOLTURA, SILVICOLTURA E PESCA","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"B","ESTRAZIONE DI MINERALI DA CAVE E MINIERE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"C","ATTIVITA' MANIFATTURIERE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"D","FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"E","FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITA' DI GESTIONE DEI RIFIUTI E RISANAMENTO","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"F","COSTRUZIONI","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"G","COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"H","TRASPORTO E MAGAZZINAGGIO","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"I","ATTIVITA' DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"J","SERVIZI DI INFORMAZIONE E COMUNICAZIONE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"K","ATTIVITA' FINANZIARIE E ASSICURATIVE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"L","ATTIVITA' IMMOBILIARI","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"M","ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"N","NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"O","AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"P","ISTRUZIONE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"Q","SANITA' E ASSISTENZA SOCIALE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"R","ATTIVITA' ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"S","ALTRE ATTIVITA' DI SERVIZI","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"T","ATTIVITA' DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO; PRODUZIONE DI BENI E SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"U","ORGANIZZAZIONI ED ORGANISMI EXTRATERRITORIALI","0","NULL","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"01","COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI","1","A","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"02","SILVICOLTURA ED UTILIZZO DI AREE FORESTALI","1","A","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"03","PESCA E ACQUACOLTURA","1","A","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"05","ESTRAZIONE DI CARBONE (ESCLUSA TORBA)","1","B","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"06","ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE","1","B","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"07","ESTRAZIONE DI MINERALI METALLIFERI","1","B","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"08","ALTRE ATTIVITA' DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE","1","B","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"09","ATTIVITA' DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE","1","B","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"10","INDUSTRIE ALIMENTARI","1","C","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"11","INDUSTRIA DELLE BEVANDE","1","C","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"12","INDUSTRIA DEL TABACCO","1","C","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
