"report_name","priority","ds_report","dacr","utuv","duva","utcr","pg_ver_rec"
"/cnrpreventivo/pdg/sintetica_entrate_lda_A1.jasper","2","Situazione Sintetica Linea di Attivit? Ricavi/Entrate Anno corrente","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/rendfinentratecds.jasper","3","Rendiconto Finanziario CDS - Entrate","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/rendfinspesecds.jasper","3","Rendiconto Finanziario CDS - Spese","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/rendfinspesecdsSAC.jasper","3","Rendiconto Finanziario SAC per articolo - Spese","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrdoccont/doccont/stampasospesiassmnd.jasper","1","STAMPA SOSPESI CNR ASSOCIATI A MANDATI","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/vpg_partitario_compensi.jasper","1","Riepilogo compensi","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/vpg_conguaglio.jasper","1","Prospetto del conguaglio","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/liquid_iva_ann_acquisti_vendite.jasper","1","Liquidazione IVA annuale - acquisti/vendite","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/liquid_iva_annuale.jasper","1","Liquidazione Iva annuale","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/doccont/doccont/situaz_singolo_conto.jasper","1","Situazione singolo conto","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/certificazione.jasper","1","Stampa certificazione dei compensi e delle provvigioni","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/obbligazioni_riportabili.jasper","1","Impegni riportabili","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/sospesidaassegnare.jasper","1","Sospesi da assegnare","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/estrazione_inps.jasper","1","Estrazione dati INPS","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/rendiconto_fin_entrate_cnr_dz.jasper","3","Rendiconto Finanziario CNR - Entrate","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/rendiconto_fin_spese_cnr_dz.jasper","3","Rendiconto Finanziario CNR - Spese","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrdocamm/docamm/stampa_beni_senza_utilizzatori.jasper","1","Stampa beni senza utilizzatori","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/obbligazioniperlineediattiv.jasper","2","Impegni per GAE","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/personale_su_linee.jasper","2","Ripartizione del personale su GAE","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrdocamm/docamm/registro_inventario.jasper","3","Registro inventario","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdocamm/docamm/elencocompensipervocedelpiano.jasper","1","Elenco Compensi per voce del piano","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdocamm/docamm/elencodocumentigenericipervocepiano.jasper","1","Elenco Documenti Generici Passivi per voce del piano","2006-06-08T15:22:35.000","FG","2007-01-05T14:37:26.000","SPASIA","1"
"/cnrdocamm/docamm/elencofatturepervocepiano.jasper","1","Elenco Fatture per voce del piano","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/contoeconomicoriclassificato.jasper","2","Conto Economico Riclassificato","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/progettiric/progettiric/progetti_per_dip_ist.rpt","5","stampa progetti per Dipartimento/Istituto","2004-12-02T17:25:39.000","$$$$$MIGRAZIONE$$$$$","2004-12-02T17:25:39.000","$$$$$MIGRAZIONE$$$$$","1"
"/progettiric/progettiric/anagrafica_progetti.rpt","5","stampa anagrafica progetti","2004-12-02T17:25:39.000","$$$$$MIGRAZIONE$$$$$","2004-12-02T17:25:39.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_competenza_x_voce.rpt","5","Stampa entrate/spese in c/competenza per voce","2006-05-25T17:31:19.000","F","2006-05-25T17:31:19.000","F","1"
"/cnrpreventivo/pdg/statopatrimonialericlassificato.jasper","2","Stato Patrimoniale Riclassificato","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrdocamm/docamm/elencofattureattivepercliente.jasper","1","Elenco Fatture Attive per Cliente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdocamm/docamm/elencofatturefornitori.jasper","1","Elenco Fatture Passive per Fornitore","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/situazionedicassa.jasper","2","Situazione di cassa","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdgdett_commessa.jasper","1","Piano di gestione per COMMESSA","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/analitica_spese_lda_comres_a1.jasper","2","Situazione ANALITICA per L.di A. Competenza/Residui Anno Corrente","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/sintetica_spese_lda_comres_a1.jasper","2","Situazione SINTETICA per L.di A. Competenza/Residui Anno Corrente","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/progettiric/progettiric/elencoprogettila.jasper","1","Elenco Gruppo di Azioni per Progetto/Commessa/Modulo","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrconfigurazione/contratti/ElencoContratti.jasper","1","Elenco Contratti","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/stampa_variazioni_pdg_riepilogo.jasper","3","Stampa Variazioni PdG Riepilogo","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_res_entrate.jasper","3","Stampa entrate in c/residui","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_dett_imp_residui.jasper","3","Stampa Dettaglio impegni in c/residui","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_res_uscite.jasper","3","Stampa uscite in c/residui","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/libro_giornale.jasper","3","Stampa Libro Giornale","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/stampa_pdg_etr_ist.jasper","3","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Entrate per Istituto)","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/stampa_pdg_spe_ist.jasper","3","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Spese per Istituto)","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/stampa_pdg_etr_dip.jasper","3","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Entrate per Dipartimento)","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/stampa_pdg_spe_dip.jasper","3","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Spese per Dipartimento)","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/stampa_variazioni_pdg.jasper","3","Stampa Variazioni PdG","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_competenza.jasper","3","Stampa entrate/spese in c/competenza","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/pdg/stampa_ricostruzione_residui.jasper","2","Stampa Analitica delle Risorse provenienti dall'esercizio precedente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/registanaeco/movimenti/elencomovimentiperconto.jasper","1","Elenco Movimenti per Conto","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/preventivo/bilancio_fin_cnr_spesa.rpt","5","Stampa del preventivo finanziario parte Spese","2002-07-02T18:30:24.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:24.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/discrepanze_insieme.rpt","5","Discrepanze Importi Entrate-Spese","2002-07-02T18:30:25.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:25.000","$$$$$MIGRAZIONE$$$$$","1"
"/configurazione/latt/linea_attivita.rpt","5","Stampa delle linee di attivit?","2002-07-02T18:30:26.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:26.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_aggregato_etr.rpt","5","Stampa PDG aggregato parte Entrate","2002-07-02T18:30:27.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:27.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_aggregato_spe.rpt","5","Stampa PDG aggregato parte spese","2002-07-02T18:30:36.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:36.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_stato.rpt","5","Stampa stato PDG","2002-07-02T18:30:36.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:36.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdgdett_la_funzione_natura.rpt","5","Stampa PDG per linee di attivit?","2002-07-02T18:30:38.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:38.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/missione.jasper","1","Stampa nota e prospetto liquidazione missione","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdgdett_voce_funzione_natura.rpt","5","Stampa PDG per voce funzione e natura","2002-07-02T18:30:46.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:46.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdguo_voce_funzione_natura.rpt","5","Stampa PDG aggregato per UO","2002-07-02T18:30:50.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:50.000","$$$$$MIGRAZIONE$$$$$","1"
"/configurazione/sto/sto.rpt","5","Stampa della struttura organizzativa","2002-07-02T18:30:51.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:51.000","$$$$$MIGRAZIONE$$$$$","1"
"/configurazione/utenze/utente.rpt","5","Stampa Ruoli/Accessi Utente","2002-07-02T18:30:52.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/preventivo/bilancio_fin_cnr_entrata.rpt","5","Stampa del Preventivo finanziario parte Entrate","2002-07-02T18:30:23.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:23.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/preventivo/bilancio_fin_cds_entrata.rpt","5","Stampa del Preventivo finanziario CDS parte Entrate","2002-10-08T11:30:15.000","$$$$$MIGRAZIONE$$$$$","2002-11-08T16:31:19.000","$$$$$MIGRAZIONE$$$$$","2"
"/preventivo/pdg/docpdgcdrprimo_voce_funzione_natura.rpt","5","Documento dei Piani di Gestione Preventivi","2002-10-08T11:30:27.000","$$$$$MIGRAZIONE$$$$$","2002-10-08T11:30:27.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/docpdgente_voce_funzione_natura.rpt","5","Aggregato per Ente dei Piani di Gestione","2002-10-08T11:30:31.000","$$$$$MIGRAZIONE$$$$$","2002-10-08T11:30:31.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdgcdrprimo_voce_funzione_natura.rpt","5","Stampa PDG CDR I livello","2002-10-08T11:30:48.000","$$$$$MIGRAZIONE$$$$$","2002-10-08T11:30:48.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/preventivo/bilancio_fin_cds_spesa.rpt","5","Stampa del Preventivo finanziario CDS parte Spese","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-11-08T16:31:19.000","$$$$$MIGRAZIONE$$$$$","2"
"/docamm/docamm/fatturaattiva_ncd.rpt","5","Stampa fattura attiva, nota credito-debito su FA","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/mandato.rpt","5","Mandato","2002-11-26T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-11-26T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/reversale.rpt","5","Reversale","2002-11-26T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-11-26T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/logs/batchlog.rpt","5","Stampa logs batch applicativi","2002-07-02T18:30:25.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:25.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/distinta_cassiere.rpt","5","Stampa distinta cassiere","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/minicarriera_bds.rpt","5","Stampa riepilogativa minicarriera per borsa di studio","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/compenso.rpt","5","Stampa compenso","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/missione.rpt","5","Stampa nota e prospetto liquidazione missione","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/registro_iva_acquisti.rpt","5","Stampa registro iva acquisti","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/registro_iva_vendite.rpt","5","Stampa registro iva vendite","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/registro_riepilogativo_uo.rpt","5","Stampa registro riepilogativo IVA per uo","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/preventivo/bilancio_fin_cnr_entrata_dz.rpt","5","Stampa del Preventivo finanziario parte Entrate importi diversi da 0","2002-07-02T18:30:23.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:23.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/preventivo/bilancio_fin_cds_entrata_dz.rpt","4","Stampa del Preventivo finanziario CDS parte Entrate impoti diversi da 0","2002-10-08T11:30:15.000","$$$$$MIGRAZIONE$$$$$","2002-11-07T09:52:31.000","$$$$$MIGRAZIONE$$$$$","3"
"/preventivo/preventivo/bilancio_fin_cds_spesa_dz.rpt","5","Stampa del Preventivo finanziario CDS parte Spese importi diversi da 0","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-11-07T09:52:31.000","$$$$$MIGRAZIONE$$$$$","3"
"/preventivo/preventivo/bilancio_fin_cnr_spesa_dz.rpt","5","Stampa del preventivo finanziario parte Spese importi diversi da 0","2002-07-02T18:30:24.000","$$$$$MIGRAZIONE$$$$$","2002-07-02T18:30:24.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrconfigurazione/pdc/piano_dei_conti_economico.rpt","5","Stampa piano dei conti economico","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrconfigurazione/pdc/piano_dei_conti_finanziario_entrate_cnr_esercizio.rpt","5","Stampa piano dei conti finanziario - Entrate CNR","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrconfigurazione/pdc/piano_dei_conti_finanziario_spese_cds_esercizio.rpt","5","Stampa piano dei conti finanziario - Spese CDS","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/giornale_dei_mandati.rpt","4","Stampa giornale dei mandati","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-19T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/registro_iva_differita.rpt","5","Stampa Iva Differita","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_aggregato_etr_delta.rpt","5","Stampa PDG aggregato parte Entrate solo diff. con aggregato mod. Ente","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_aggregato_spe_delta.rpt","5","Stampa PDG aggregato parte Spese solo diff. con aggregato mod. Ente","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_aggregato_spe_var.rpt","5","Stampa variazioni (entrate) indotte da proposte di modifica pdg su aggregato parte Ente","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdg_aggregato_etr_var.rpt","5","Stampa variazioni (spese) indotte da proposte di modifica pdg su aggregato parte Ente","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/liquidazione_iva.rpt","5","Stampa liquidazione IVA","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
