"cd_help","page","help_url","duva","utuv","dacr","utcr","pg_ver_rec","ds_page","flag_man"
"0012900000","/docamm00/ricerca_obbligazioni.jsp","/helpres/help_not_found.html","2002-04-22T19:14:32.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:32.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca obbligazioni - Ricerca obbligazioni per contabilizzazione","N"
"0013000000","/fondecon00/ricerca_obbscad.jsp","/helpres/help_not_found.html","2002-04-22T19:14:32.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:32.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca obbscad - Ricerca obbligazioni per contabilizzazione","N"
"0013100000","/fondecon00/ricerca_spese.jsp","/helpres/help_not_found.html","2002-04-22T19:14:32.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:32.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca spese - Ricerca Spese del Fondo Economale","N"
"0013200000","/docamm00/risultato_eliminazione.jsp","/helpres/help_not_found.html","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","RisultatoEliminazione - Risultato eliminazione","N"
"0013300000","/compensi00/scaglione.jsp","/helpres/400 - 62 documenti amministrativi spesa - tabelle di riferimento Compensi - registra scaglione.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","Scaglione - Scaglione","N"
"0013400000","/inventario00/scarico_inventario.jsp","http://servizi.si.cnr.it/wiki/index.php/Scarico_Inventario","2010-02-16T15:28:47.000","CED_FG","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","Scarico inventario - Buono di Scarico","Y"
"0013500000","/inventario00/form_lista.jsp","/helpres/help_not_found.html","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","SelezionatoreListaAlbero - Risultato Ricerca","N"
"0013600000","/util/service_unavailable.jsp","/helpres/help_not_found.html","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","Service unavailable - Servizio non disponibile","N"
"0013700000","/utenze00/sessione_scaduta_loader.jsp","/helpres/help_not_found.html","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","Sessione scaduta loader - ","N"
"0013800000","/docamm00/sezionale.jsp","/helpres/110 - 10 configurazione - tabelle riferimento fatture - sezionali iva.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","Sezionale - Sezionale","N"
"0014000000","/util/sqltrace.jsp","/helpres/help_not_found.html","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:33.000","$$$$$MIGRAZIONE$$$$$","1","Sqltrace - Gestione trace SQL","N"
"0014100000","/util/stampa.jsp","/helpres/help_not_found.html","2002-04-22T19:14:34.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:34.000","$$$$$MIGRAZIONE$$$$$","1","Stampa - ","N"
"0014200000","/docamm00/tariffario.jsp","/helpres/110 - 50 configurazione - tabelle riferimento fatture - tariffario.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Tariffario - Tariffario ","N"
"0014300000","/anagraf00/termini_pagamento.jsp","/helpres/help_not_found.html","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Termini pagamento - Termini di pagamento","N"
"0014400000","/anagraf00/terzo.jsp","/helpres/100 - 61 configurazione - anagrafica - terzi.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Terzo - Gestione terzo","N"
"0014500000","/fondiric00/testata_fondi_ricerca.jsp","/helpres/100 - 80 configurazione - fondi di ricerca - aggiornamento.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Testata fondi ricerca - Fondi di Ricerca","N"
"0014600000","/blogs/testata_log.jsp","/helpres/help_not_found.html","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Testata log - Gestione logs","N"
"0014700000","/inventario00/tipo_ammortamento.jsp","/helpres/600 - 20  inventario - tipo ammortamento.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Tipo ammortamento - Tipo Ammortamento","N"
"0014800000","/doccont00/tipo_bollo.jsp","/helpres/help_not_found.html","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Tipo bollo - Tipo Bollo","N"
"0014900000","/inventario00/tipo_carico_scarico.jsp","/helpres/600 - 30 inventario - tipo carico scarico.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Tipo carico scarico - Tipo Carico/Scarico","N"
"0015000000","/doccont00/tipo_consegna.jsp","/helpres/120 - 11 configurazione - tabelle riferimento obbligazioni - tipo consegna.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Tipo consegna - Tipo Consegna","N"
"0015100000","/compensi00/tipo_contributo_ritenuta.jsp","/helpres/400 - 63 documenti amministrativi spesa - tabelle di riferimento Compensi - registra tipo Contributo.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:44.000","$$$$$MIGRAZIONE$$$$$","1","Tipo contributo ritenuta - Tipo Contributo Ritenuta","N"
"0015200000","/fondiric00/tipo_fondo_ricerca.jsp","/helpres/help_not_found.html","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo fondo ricerca - Definizione Tipi di Fondo di Ricerca","N"
"0015300000","/config00/tipo_linea_attivita.jsp","/helpres/100 - 32 configurazione - linea di attivita - gestione linee di attivita comune.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo linea attivita - Linea attivita comune","N"
"0015400000","/doccont00/tipo_obbligazione.jsp","/helpres/120 - 10 configurazione - tabelle riferimento obbligazioni - tipo obbligazione.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo obbligazione - Tipo Obbligazione","N"
"0015500000","/anagraf00/tipo_rapporto.jsp","/helpres/100 - 63 configurazione - anagrafica - tipi di rapporto.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo rapporto - Tipo di rapporto","N"
"0015600000","/docamm00/tipo_sezionale.jsp","/helpres/help_not_found.html","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo sezionale - Tipo Sezionale ","N"
"0015700000","/compensi00/tipo_trattamento.jsp","/helpres/400 - 67 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Tipo Trattamento.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo trattamento - Tipo Trattamento","N"
"0015800000","/config00/tipo_unita_organizzativa.jsp","/helpres/help_not_found.html","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipo unita organizzativa - Tipo Centro di Spesa","N"
"0015900000","/docamm00/tipologia_prestazione.jsp","/helpres/help_not_found.html","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipologia prestazione - Tipologia della prestazione ","N"
"0016000000","/compensi00/tipologia_rischio.jsp","/helpres/400 - 69 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Tipologia Rischio.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Tipologia rischio - Tipologia Rischio","N"
"0016100000","/compensi00/trattamento_cori.jsp","/helpres/400 - 68 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Trattamento CORI.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:45.000","$$$$$MIGRAZIONE$$$$$","1","Trattamento cori - Trattamento CORI","N"
"0016200000","/inventario00/ubicazione_bene.jsp","http://servizi.si.cnr.it/wiki/index.php/Ubicazione","2010-02-16T15:28:47.000","CED_FG","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","Ubicazione bene - Ubicazione Bene","Y"
"0016300000","/util/uncaught_exception.jsp","/helpres/help_not_found.html","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","Uncaught exception - Gestione errori interni","N"
"0016400000","/config00/unita_organizzativa.jsp","/helpres/100 - 25 configurazione - struttura organizzativa - gestione unita organizzative.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","Unita organizzativa - Gestione Unita Organizzativa","N"
"0016500000","/docamm00/valutastraniera.jsp","/helpres/110 - 35 configurazione - tabelle riferimento fatture - valuta straniera.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","Valutastraniera - Valuta Straniera","N"
"0016600000","/preventvar00/var_bilancio.jsp","/helpres/200 - 70  preventivi - bilancio preventivo - variazioni di bilancio.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","Var bilancio - Variazioni di Bilancio","N"
"0016700000","/doccont00/view_bilancio_cds.jsp","/helpres/help_not_found.html","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","View bilancio cds - Bilancio Entrate Cds","N"
"0016800000","/doccont00/view_doc_generico.jsp","/helpres/help_not_found.html","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","View doc generico - Visualizza Fattura","N"
"0016900000","/doccont00/view_fattura.jsp","/helpres/help_not_found.html","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","View fattura - Visualizza Fattura","N"
"0017000000","/docamm00/voceiva.jsp","/helpres/110 - 25 configurazione - tabelle riferimento fatture - voce iva.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:46.000","$$$$$MIGRAZIONE$$$$$","1","Voceiva - Voce Iva","N"
"0017100000","/util/workspace.jsp","/helpres/help_not_found.html","2002-04-22T19:14:47.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:47.000","$$$$$MIGRAZIONE$$$$$","1","Workspace - Logo","N"
"0009100000","/missioni00/missione_diaria.jsp","/helpres/400 - 56 documenti amministrativi spesa - tabelle di riferimento Missioni - registra diaria.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Missione diaria - Diaria","N"
"0009500000","/missioni00/missione_tipo_spesa.jsp","/helpres/400 - 54 documenti amministrativi spesa - tabelle di riferimento Missioni - registra tipo spesa.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Missione tipo spesa - Tipo Spesa","N"
"0003800000","/compensi00/detrazioni_lavoro.jsp","/helpres/400 - 64 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Detrazioni Lavoro.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:21.000","$$$$$MIGRAZIONE$$$$$","1","Detrazioni lavoro - Detrazioni Lavoro","N"
"0004200000","/config00/esercizio.jsp","/helpres/100 - 90 configurazione - esercizio contabile - apertura chiusura pdg.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:22.000","$$$$$MIGRAZIONE$$$$$","1","Esercizio - Gestione Esercizio Contabile","N"
"0017200000","/anagraf00/abicab.jsp","/helpres/help_not_found.html","2002-12-02T10:32:15.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:15.000","$$$$$MIGRAZIONE$$$$$","1","Abicab - Abi/Cab","N"
"0017300000","/doccont00/ass_manuale_mandato_reversale.jsp","/helpres/help_not_found.html","2002-12-02T10:32:19.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:19.000","$$$$$MIGRAZIONE$$$$$","1","Ass manuale mandato reversale - Associazione manuale mandato/reversali","N"
"0017400000","/blogs/batch_control.jsp","/helpres/help_not_found.html","2002-12-02T10:32:21.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:21.000","$$$$$MIGRAZIONE$$$$$","1","Batch control - Batch","N"
"0017500000","/anagraf00/cap.jsp","/helpres/help_not_found.html","2002-12-02T10:32:23.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:23.000","$$$$$MIGRAZIONE$$$$$","1","Cap - C.A.P.","N"
"0017600000","/messaggio01/checkmessage.jsp","/helpres/help_not_found.html","2002-12-02T10:32:25.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:25.000","$$$$$MIGRAZIONE$$$$$","1","Checkmessage - ","N"
"0017700000","/anagraf00/comune_estero.jsp","/helpres/help_not_found.html","2002-12-02T10:32:26.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:26.000","$$$$$MIGRAZIONE$$$$$","1","Comune estero - Comuni Esteri","N"
"0017800000","/anagraf00/comune_italiano.jsp","/helpres/help_not_found.html","2002-12-02T10:32:26.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:26.000","$$$$$MIGRAZIONE$$$$$","1","Comune italiano - Comuni Italiani","N"
"0017900000","/compensi00/conguaglio.jsp","/helpres/400 - 75 documenti amministrativi spesa - conguaglio - registra conguaglio.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:27.000","$$$$$MIGRAZIONE$$$$$","1","Conguaglio - Conguaglio","N"
"0018000000","/prevent00/documento_pdg.jsp","/helpres/help_not_found.html","2002-12-02T10:32:29.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:29.000","$$$$$MIGRAZIONE$$$$$","1","Documento pdg - Stampa aggregato CDR di I livello/Area","N"
"0018100000","/fondiric00/fondi_ricerca.jsp","/helpres/help_not_found.html","2002-12-02T10:32:30.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:30.000","$$$$$MIGRAZIONE$$$$$","1","Fondi ricerca - Fondi di Ricerca","N"
"0018200000","/gestiva00/gestione_registri_iva.jsp","/helpres/450 - 20 iva - gestione registri iva.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:34.000","$$$$$MIGRAZIONE$$$$$","1","Gestione registri iva - Gestione registri IVA","N"
"0018300000","/inventario00/inventario_beni.jsp","http://servizi.si.cnr.it/wiki/index.php/Gestione_bene","2010-02-16T15:28:47.000","CED_FG","2002-12-02T10:32:38.000","$$$$$MIGRAZIONE$$$$$","1","Inventario beni - Gestione Beni","Y"
"0018400000","/cori00/liquidazione_cori.jsp","/helpres/400 - 80 documenti amministrativi spesa - liquidazione cori- registra liquidazione cori.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:38.000","$$$$$MIGRAZIONE$$$$$","1","Liquidazione cori - Liquidazione CORI","N"
"0018500000","/gestiva00/liquidazione_definitiva_iva.jsp","/helpres/450 - 30 iva - liquidazione definitiva.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:39.000","$$$$$MIGRAZIONE$$$$$","1","Liquidazione definitiva iva - Liquidazione definitiva IVA","N"
"0018600000","/gestiva00/liquidazione_provvisoria_iva.jsp","/helpres/450 - 35 iva - liquidazione provvisoria.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:39.000","$$$$$MIGRAZIONE$$$$$","1","Liquidazione provvisoria iva - Liquidazione provvisoria IVA","N"
"0018700000","/doccont00/lista_distinte_emesse.jsp","/helpres/310 - 32 interfaccia cassiere - invio distinta.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:39.000","$$$$$MIGRAZIONE$$$$$","1","Lista distinte emesse - Invio a cassiere distinte Emesse","N"
"0018800000","/docamm00/lista_documenti_amministrativi_protocollabili.jsp","http://servizi.si.cnr.it/wiki/index.php/Documenti_Protocollabili","2010-04-13T11:28:09.000","CED_FG","2002-12-02T10:32:39.000","$$$$$MIGRAZIONE$$$$$","1","Lista documenti amministrativi protocollabili - Ricerca di un documento amministrativo","Y"
"0018900000","/docamm00/lista_documenti_amministrativi_ristampabili.jsp","/helpres/help_not_found.html","2002-12-02T10:32:39.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:39.000","$$$$$MIGRAZIONE$$$$$","1","Lista documenti amministrativi ristampabili - Ricerca di un documento amministrativo ristampabile","N"
"0019000000","/messaggio00/lista_messaggi.jsp","/helpres/help_not_found.html","2002-12-02T10:32:40.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:40.000","$$$$$MIGRAZIONE$$$$$","1","Lista messaggi - Messaggi","N"
"0019100000","/doccont00/lista_sospesi_entrata_cnr.jsp","/helpres/310 - 18 interfaccia cassiere - sospesi - modifica sospesi del cnr.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:41.000","$$$$$MIGRAZIONE$$$$$","1","Lista sospesi entrata cnr - Modifica stato Sospesi di Entrata CNR","N"
"0019200000","/missioni00/main_anticipo.jsp","/helpres/400 - 51 documenti amministrativi spesa - missione - registra anticipo.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:42.000","$$$$$MIGRAZIONE$$$$$","1","Main anticipo - Anticipo","N"
"0019300000","/doccont00/main_distinta_cassiere.jsp","/helpres/310 - 30 interfaccia cassiere - distinta.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:43.000","$$$$$MIGRAZIONE$$$$$","1","Main distinta cassiere - Gestione Distinta cassiere","N"
"0019400000","/prevent00/main_residui_presunti.jsp","/helpres/help_not_found.html","2002-12-02T10:32:44.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:44.000","$$$$$MIGRAZIONE$$$$$","1","Main residui presunti - Residui presunti CNR","N"
"0019500000","/coepcoan00/main_scrittura_analitica.jsp","/helpres/700 - 50 analitica - registrazioni analitiche.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:45.000","$$$$$MIGRAZIONE$$$$$","1","Main scrittura analitica - Scrittura Analitica","N"
"0019700000","/messaggio00/messaggio.jsp","/helpres/000 - 02 gestione messaggi.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:48.000","$$$$$MIGRAZIONE$$$$$","1","Messaggio - Messaggi","N"
"0019800000","/compensi00/minicarriera.jsp","/helpres/400 - 70 documenti amministrativi spesa - minicarriera- registra minicarriera.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:32:48.000","$$$$$MIGRAZIONE$$$$$","1","Minicarriera - Minicarriera","N"
"0019900000","/anagraf00/nazione.jsp","/helpres/help_not_found.html","2002-12-02T10:32:51.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:51.000","$$$$$MIGRAZIONE$$$$$","1","Nazione - Nazione","N"
"0020000000","/prevent00/preventivo_cds_stampe.jsp","/helpres/help_not_found.html","2002-12-02T10:32:56.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:56.000","$$$$$MIGRAZIONE$$$$$","1","Preventivo cds stampe - Preventivo finanziario CNR","N"
"0020100000","/util/print_spooler.jsp","/helpres/help_not_found.html","2002-12-02T10:32:58.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:32:58.000","$$$$$MIGRAZIONE$$$$$","1","Print spooler - Risultato ricerca","N"
"0020200000","/coepcoan00/ricerca_mastri_coan.jsp","/helpres/700 - 55 analitica - mastri contabili.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:33:00.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca mastri coan - Visualizzazione mastri","N"
"0020300000","/coepcoan00/ricerca_mastri_coge.jsp","/helpres/700 - 35 coep - mastri contabili.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:33:00.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca mastri coge - Visualizzazione mastri","N"
"0020400000","/coepcoan00/ricerca_mov_cont_coan.jsp","/helpres/700 - 58 analitica - movimenti contabili.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:33:00.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca mov cont coan - Ricerca movimenti contabili","N"
"0020500000","/coepcoan00/ricerca_mov_cont_coge.jsp","/helpres/700 - 37 coep - movimenti contabili.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:33:00.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca mov cont coge - Ricerca movimenti contabili","N"
"0020600000","/doccont00/ricerca_v_mandato_reversale.jsp","/helpres/help_not_found.html","2002-12-02T10:33:01.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:33:01.000","$$$$$MIGRAZIONE$$$$$","1","Ricerca v mandato reversale - Mandato/Reversale","N"
"0020700000","/gestiva00/riepilogativi_definitivi_iva.jsp","/helpres/help_not_found.html","2002-12-02T10:33:01.000","$$$$$MIGRAZIONE$$$$","2002-12-02T10:33:01.000","$$$$$MIGRAZIONE$$$$$","1","Riepilogativi definitivi iva - Riepilogativi definitivi IVA","N"
